,Quote,Link
6828,Sarvottam Ind,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/sarvottamindustries/SI06
6829,Sashwat Tech,https://www.moneycontrol.com/india/stockpricequote/financegeneral/sashwattechnocrats/ZT03
6830,Sasken Tech,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/saskentechnologies/SCT01
6831,Sasta Sundar,https://www.moneycontrol.com/india/stockpricequote/financegeneral/sastasundarventures/MFS
6832,Sat Ind,https://www.moneycontrol.com/india/stockpricequote/trading/satindustries/SIL15
6833,Satellite Engg,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/satelliteengineering/SE04
6834,Satellite Info,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/satelliteinfoconcepts/BC10
6835,Satguru Agro,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/satguruagroindustries/SAI03
6836,Sathe Biscuit,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/sathebiscuitchocolateco/SBC02
6837,Sathyakamal,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/sathyakamalagros/SAL02
6838,Satia Ind,https://www.moneycontrol.com/india/stockpricequote/paper/satiaindustries/SI96
6839,Satin Credi PP1,https://www.moneycontrol.com/india/stockpricequote/satincredipp1/satincreditcarenetworkpp1/SCN03
6840,Satin Credit,https://www.moneycontrol.com/india/stockpricequote/satincredit/satincreditcarenetwork/SCN
6841,Satin Creditcar,https://www.moneycontrol.com/india/stockpricequote/satincreditcar/satincreditcarenetworkpp/SCN01
6842,Satin RE,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/satincreditcarenetworkre/SCN02
6843,Satkar Elec,https://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/satkarelectronics/SE05
6844,Satkar Finlease,https://www.moneycontrol.com/india/stockpricequote/financehousing/satkarfinlease/SF
6845,Satnam Exports,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/satnamexportsindia/SEI
6846,Satra Prop,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/satrapropertiesindia/SP39
6847,SATSILK-RE,https://www.moneycontrol.com/india/stockpricequote/agriculture/satyamsilkmillsre/SSM04
6848,Satvahana Ispat,https://www.moneycontrol.com/india/stockpricequote/steelpigiron/sathavahanaispat/SI07
6849,Satya Miners,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/satyaminerstransporters/SMT02
6850,Satyam Silk,https://www.moneycontrol.com/india/stockpricequote/financegeneral/satyamsilk/SS40
6851,Saumya Capital,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/saumyacapital/AMC01
6852,Saumya Consult,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/saumyaconsultants/SC54
6853,Saurabh Alloy,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/saurabhalloycastings/SAC01
6854,Saurashtra Cem,https://www.moneycontrol.com/india/stockpricequote/cementmajor/saurashtracement/SC41
6855,Saurashtra Pape,https://www.moneycontrol.com/india/stockpricequote/paper/saurashtrapaper/SP08
6856,Savani Financia,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/savanifinancial/SF03
6857,Savant Infocomm,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/savantinfocomm/SC20
6858,Saven Tech,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/saventechnologies/ST14
6859,Savera Ind,https://www.moneycontrol.com/india/stockpricequote/hotels/saveraindustries/SH
6860,Savita Oil Tech,https://www.moneycontrol.com/india/stockpricequote/petrochemicals/savitaoiltechnologies/SOT01
6861,Savitri Oversea,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/savitrioverseas/SOL02
6862,Savoy Herbals,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/savoyherbals/SH01
6863,Sawaca Business,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sawacabusinessmachines/SF19
6864,Sawaca Comm,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sawacacommunication/SC34
6865,Sawant Foods,https://www.moneycontrol.com/india/stockpricequote/aquaculture/sawantfoodsproducts/SFP
6866,Sayaji Hotels,https://www.moneycontrol.com/india/stockpricequote/hotels/sayajihotels/SH02
6867,Sayaji Industri,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sayajiindustries/SI100
6868,SBandT Intl,https://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/sbandtinternational/SBT01
6869,SBC Exports,https://www.moneycontrol.com/india/stockpricequote/diversified/sbcexports/SE18
6870,SBEC Sugars,https://www.moneycontrol.com/india/stockpricequote/sugar/sbecsugars/SBE01
6871,SBEC Systems,https://www.moneycontrol.com/india/stockpricequote/engineering/sbecsystemsindia/SBE
6872,SBI,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/statebankindia/SBI
6873,SBI BONDSI,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/sbibondsi/SBI21
6874,SBI BONDSII,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/sbibondsii/SBI22
6875,SBI Card,https://www.moneycontrol.com/india/stockpricequote/sbicard/sbicardspaymentservices/SCP02
6876,SBI ETF,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimutualfundsbietf10yeargilt/SBI29
6877,SBI ETF Banking,https://www.moneycontrol.com/india/stockpricequote/sbietfbanking/sbietfbanking/SBI26
6878,SBI ETF BSE 100,https://www.moneycontrol.com/india/stockpricequote/sbietfbse100/sbietfbse100/SBI28
6879,SBI ETF IT,https://www.moneycontrol.com/india/stockpricequote/etf/sbietfit/SEI09
6880,SBI ETF Junior,https://www.moneycontrol.com/india/stockpricequote/sbietfjunior/sbimfetfniftyjunior/SBI25
6881,SBI ETF PVT BAN,https://www.moneycontrol.com/india/stockpricequote/sbietfpvtban/sbietfprivatebank/SEP
6882,SBI Gold ETF,https://www.moneycontrol.com/india/stockpricequote/sbigoldetf/sbimutualfundgoldexchangetradedscheme/SBI16
6883,SBI Home Financ,https://www.moneycontrol.com/india/stockpricequote/financehousing/sbihomefinance/SBI02
6884,SBI Life Insura,https://www.moneycontrol.com/india/stockpricequote/diversified/sbilifeinsurancecompany/SLI03
6885,Sbi M Elss95,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimagnumelss95/SBI10
6886,SBI Mag Express,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimagnumexpress/SBI06
6887,SBI Mag Global,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimagnumglobalfund1994/SBI03
6888,SBI Mag Multi,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimagnummultiplier/SBI04
6889,SBI Mag Rising,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimagnumrisingincomescheme/SBI05
6890,Sbi Mag Ta93,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimagnumtaxgain93/SBI12
6891,SBI Mag Triple,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimagnumtripleplus/SBI07
6892,Sbi Mag(Tp94,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimagnumtaxprof94/SBI11
6893,SBI Magnum 90,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sbimagnum90/SBI01
6894,SBI MF ETF,https://www.moneycontrol.com/india/stockpricequote/sbimfetf/sbimutualfundsensexetf/SBI23
6895,SBI-ETF Nifty,https://www.moneycontrol.com/india/stockpricequote/sbietfnifty/sbietfnifty50/SBI27
6896,SBIBIIINR,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/sbibiiinr/SBI18
6897,SBIBIIIR,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/sbibiiir/SBI17
6898,SBIBIVNR,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/sbibivnr/SBI20
6899,SBIBIVR,https://www.moneycontrol.com/india/stockpricequote/bankspublicsector/sbibivr/SBI19
6900,SBIETFQLTY,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sbietfqlty/SBIET7218
6901,SBL Industries,https://www.moneycontrol.com/india/stockpricequote/bearings/sblindustries/SBL03
6902,SBL Infratech,https://www.moneycontrol.com/india/stockpricequote/constructionrealestate/sblinfratech/SIL18
6903,SC Agrotech,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/scagrotech/SI17
6904,Scan Organics,https://www.moneycontrol.com/india/stockpricequote/dyespigments/scanorganics/SO02
6905,Scan Projects,https://www.moneycontrol.com/india/stockpricequote/cementmini/scanprojects/AC15
6906,Scan Steels,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/scansteels/CFS05
6907,Scandent Imag,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/scandentimaging/PO01
6908,Scanpoint Geo,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/scanpointgeomatics/SG12
6909,Scanpoint Geo R,https://www.moneycontrol.com/india/stockpricequote/computerperipherals/scanpointgeomaticsre/SGR01
6910,Scarnose Intl.,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/scarnoseinternational/SIL21
6911,SCFNCD1RES,https://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/shriramcityunionfinancesecuredncds1res/SCU01
6912,Schablona India,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/schablonaindia/SI08
6913,Schaeffler Ind,https://www.moneycontrol.com/india/stockpricequote/bearings/schaefflerindia/FAG
6914,Schematic Fin,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/schematicfinance/SF04
6915,Schneider Infra,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/schneiderelectricinfrastructure/SEI04
6916,Schneider Pres,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/schneiderelectricpresidentsystems/APW
6917,SCI FPO,https://www.moneycontrol.com/india/stockpricequote/shipping/shippingcorporationindia/SCo
6918,SCIL Ventures,https://www.moneycontrol.com/india/stockpricequote/financegeneral/scilventures/SCI09
6919,Scindia Steam,https://www.moneycontrol.com/india/stockpricequote/shipping/scindiasteamnavigationcompany/SSN
6920,Scintilla Comme,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/scintillacommercialcredit/SCC06
6921,Scintilla Soft,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/scintillasoftwaretechnology/SST
6922,Scoobee Day,https://www.moneycontrol.com/india/stockpricequote/paper/scoobeedaygarmentsindia/VPB
6923,Scooters India,https://www.moneycontrol.com/india/stockpricequote/auto23wheelers/scootersindia/SI09
6924,Scope Ind,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/scopeindustriesindia/JMU
6925,Scottex Ind,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/scottexindustries/SIL09
6926,Scotts Garments,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/scottsgarments/SG03
6927,Scruples Cloth,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/scruplesclothing/SCL09
6928,SCSL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/spacapitalserviceslimited/SPACA54237
6929,SDBL-RE,https://www.moneycontrol.com/india/stockpricequote/diamondjewellery/somdistilleriesbreweriesre/SDB01
6930,SDC Tech,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/sdctechmedia/OT04
6931,SDL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sagardiamondslimited/SAGAR54071
6932,SDL 6.84% 2032,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sdlhr6842032/SH6
6933,SDL24BEES,https://www.moneycontrol.com/india/stockpricequote/sdl24bees/nipponindiaetfniftycpsebondplussdl2024m/NIE03
6934,SDL26BEES,https://www.moneycontrol.com/india/stockpricequote/sdl26bees/nipponindiaetfniftysdl2026/NIE04
6935,Sea Gold Aqua,https://www.moneycontrol.com/india/stockpricequote/aquaculture/seagoldaquafarms/SGA
6936,Sea TV Network,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/seatvnetwork/STN02
6937,Sea Wind Tubes,https://www.moneycontrol.com/india/stockpricequote/electricals/seawindtubes/SWT
6938,SEACOAST SS,https://www.moneycontrol.com/india/stockpricequote/seacoastss/seacoastshippingservices/MAHAA54275
6939,Seagull Leafin,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/seagullleafin/SL09
6940,Seamec,https://www.moneycontrol.com/india/stockpricequote/shipping/seamec/S14
6941,Searsole Chem,https://www.moneycontrol.com/india/stockpricequote/chemicals/searsolechemicals/SC05
6942,Seasons Furnish,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/seasonsfurnishings/SF05
6943,Seasons Textile,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/seasonstextiles/ST04
6944,Secals,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/secals/S02
6945,SecMark Consult,https://www.moneycontrol.com/india/stockpricequote/secmarkconsult/secmarkconsultancylimited/SCL12
6946,Secunbad Health,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/secunderabadhealthcare/SH04
6947,SecUR Credentia,https://www.moneycontrol.com/india/stockpricequote/diversified/securcredentials/SC10
6948,Secur Ind,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/securindustries/SI12
6949,Secure Earth,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/secureearthtechnologies/GI30
6950,Securekloud Tec,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/securekloudtechnologies/PMS01
6951,Sejal Glass,https://www.moneycontrol.com/india/stockpricequote/glassglassproducts/sejalglass/SAG
6952,SEL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sakumaexportsltd/SAKUM53271
6953,SEL Mgf Company,https://www.moneycontrol.com/india/stockpricequote/textilesgeneral/selmanufacturingcompany/SMC01
6954,Selan Explore,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/selanexplorationtechnology/SET
6955,Sellwin Traders,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sellwintraders/ST23
6956,Senbo Ind,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/senboindustries/SI55
6957,Senthil Infotek,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/senthilinfotek/SA11
6958,Senthur Shoes,https://www.moneycontrol.com/india/stockpricequote/leatherproducts/senthurshoes/SSL03
6959,SEPC,https://www.moneycontrol.com/india/stockpricequote/sepc/sepc/SE21
6960,Sequel e-Router,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sequelerouters/SR03
6961,Sequelsoft,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/sequelsoftindia/SI68
6962,Sequent Scienti,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/sequentscientific/PID01
6963,SER Industries,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/serindustries/SER
6964,Sera Investment,https://www.moneycontrol.com/india/stockpricequote/serainvestment/serainvestmentsfinanceindia/KC03
6965,Serene Ind,https://www.moneycontrol.com/india/stockpricequote/chemicals/sereneindustries/SI13
6966,Servalakshmi,https://www.moneycontrol.com/india/stockpricequote/paper/servalakshmipaper/SP11
6967,Servotech Ent,https://www.moneycontrol.com/india/stockpricequote/engineering/servotechenterprises/SE14
6968,Servotech Power,https://www.moneycontrol.com/india/stockpricequote/electricals/servotechpowersystems/SPS04
6969,Seshasayee Pape,https://www.moneycontrol.com/india/stockpricequote/paper/seshasayeepaperboards/SPB
6970,Setco Auto,https://www.moneycontrol.com/india/stockpricequote/autoancillaries/setcoautomotive/SA14
6971,Setubandhan Inf,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/setubandhaninfrastructure/PC02
6972,Seven Hill Ind.,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sevenhillindustries/KF07
6973,Seven Hills Bev,https://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/sevenhillsbeverages/SHB
6974,Seya Industries,https://www.moneycontrol.com/india/stockpricequote/chemicals/seyaindustries/SOC01
6975,SFL Industries,https://www.moneycontrol.com/india/stockpricequote/fertilisers/sflindustries/SFL
6976,SFL Int,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/sflinternational/SFL01
6977,SG Global Expor,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/sgglobalexports/SGG
6978,SGB 2.50% Apr20,https://www.moneycontrol.com/india/stockpricequote/sgb250apr20/sovereigngoldbonds250redempapril20sri/SGB23
6979,SGB 2.50% May28,https://www.moneycontrol.com/india/stockpricequote/sgb250may28/sovereigngoldbondsschememay2028250srii/SGB22
6980,SGB Series IX,https://www.moneycontrol.com/india/stockpricequote/sgbseriesix/sgbscheme20192020seriesix/SS2
6981,SGB Sr. 6 21-22,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/sovereigngoldbonds202122seriesvi/SGB41
6982,SGB202108,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/sovereigngoldbondsscheme202021seriesvii/SGB31
6983,SGB212204,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/sovereigngoldbondscheme202122sriv/SGB38
6984,SGB212205TR-54,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/sovereigngoldbondsscheme2122srvtr54/SS201
6985,SGB212207,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/sovereigngoldbondssc2122srviitr56/SGB43
6986,SGB212208(TR57),https://www.moneycontrol.com/india/stockpricequote/financeinvestment/sovereigngoldbondsch2122sr8tr57/SGB45
6987,SGB212209,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/sovereigngoldbondssc202122srixtr58/SGB47
6988,SGBAPR28I,https://www.moneycontrol.com/india/stockpricequote/sgbapr28i/sovereigngoldbonds250april2028sri202021/SGB24
6989,SGBAUG24,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sovereigngoldbonds275aug2024triv/SGB02
6990,SGBAUG27,https://www.moneycontrol.com/india/stockpricequote/sgbaug27/250goldbonds2027sriii/SGB13
6991,SGBAUG28V,https://www.moneycontrol.com/india/stockpricequote/sgbaug28v/sovereigngoldbonds250august2028srv2021/SGB28
6992,SGBAUG29V,https://www.moneycontrol.com/india/stockpricequote/sgbaug29v/sovereigngoldbonds250aug2029srv202122/SGB40
6993,SGBDC27VII,https://www.moneycontrol.com/india/stockpricequote/sgbdc27vii/sovereigngoldbonds250dec2027srvii201920/SGB17
6994,SGBDEC25,https://www.moneycontrol.com/india/stockpricequote/sgbdec25/250goldbonds2025srx/SGBDE623
6995,SGBDEC2512,https://www.moneycontrol.com/india/stockpricequote/sgbdec2512/250goldbonds2025srxii/SGBDE795
6996,SGBDEC2513,https://www.moneycontrol.com/india/stockpricequote/sgbdec2513/250goldbonds2025srxiii/SGBDE862
6997,SGBDEC25XI,https://www.moneycontrol.com/india/stockpricequote/sgbdec25xi/250goldbonds2025srxi/SGBDE729
6998,SGBDEC26,https://www.moneycontrol.com/india/stockpricequote/sgbdec26/250goldbonds2026sriv/SGBDE7654
6999,SGBDEC29,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/sovereigngoldbonds250dec2029srviii/SGB46
7000,SGBFEB24,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sovereigngoldbonds275feb2024trii/SGB04
7001,SGBFEB27,https://www.moneycontrol.com/india/stockpricequote/sgbfeb27/250goldbonds2027srvi/SGBFE8766
7002,SGBFEB28IX,https://www.moneycontrol.com/india/stockpricequote/sgbfeb28ix/sovereigngoldbonds250feb2028srix201920/SGB21
7003,SGBFEB29XI,https://www.moneycontrol.com/india/stockpricequote/sgbfeb29xi/sovereigngoldbonds250feb2029srxi202021/SGB35
7004,SGBJ28VIII,https://www.moneycontrol.com/india/stockpricequote/sgbj28viii/sovereigngoldbonds250jan2028srviii1920/SGB18
7005,SGBJAN26,https://www.moneycontrol.com/india/stockpricequote/sgbjan26/250goldbonds2026srxiv/SGBJA945
7006,SGBJAN27,https://www.moneycontrol.com/india/stockpricequote/sgbjan27/250goldbonds2027srv/SGBJA8308
7007,SGBJAN29IX,https://www.moneycontrol.com/india/stockpricequote/sgbjan29ix/sovereigngoldbonds250jan2029srix202021/SGB33
7008,SGBJAN29X,https://www.moneycontrol.com/india/stockpricequote/sgbjan29x/sovereigngoldbonds250jan2029srx202021/SGB34
7009,SGBJAN30IX,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/sovereigngoldbonds250srixfy202122/SGB48
7010,SGBJU29III,https://www.moneycontrol.com/india/stockpricequote/sgbju29iii/sovereigngoldbonds25june2029sriii202122/SGB37
7011,SGBJUL25,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sovereigngoldbonds250jul2025srii201718/SGB08
7012,SGBJUL27,https://www.moneycontrol.com/india/stockpricequote/sgbjul27/250goldbonds2027srii/SGB12
7013,SGBJUL28IV,https://www.moneycontrol.com/india/stockpricequote/sgbjul28iv/sovereigngoldbonds250july2028sriv202021/SGB27
7014,SGBJUL29IV,https://www.moneycontrol.com/india/stockpricequote/sgbjul29iv/sovereigngoldbonds250july2029sriv202122/SGB39
7015,SGBJUN27,https://www.moneycontrol.com/india/stockpricequote/sgbjun27/250goldbonds2027sri/SGB15
7016,SGBJUN28,https://www.moneycontrol.com/india/stockpricequote/sgbjun28/sovereigngoldbonds25jun2028sriii202021/SGB26
7017,SGBJUN29II,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/goldbonds25jun2029seriesiify20212022/GB202
7018,SGBMAR24,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sovereigngoldbonds275mar2024triii/SGB01
7019,SGBMAR25,https://www.moneycontrol.com/india/stockpricequote/financegeneral/sovereigngoldbonds250mar2025trvii/SGB07
7020,SGBMAR28X,https://www.moneycontrol.com/india/stockpricequote/sgbmar28x/sovereigngoldbonds250mar2028srx201920/SGB20
7021,SGBMAR30X,https://www.moneycontrol.com/india/stockpricequote/sgbmar30x/sovereigngoldbonds250srxfy202122/SGB49
7022,SGBMAY25,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sovereigngoldbonds250may2025sri201718/SGB09
7023,SGBMAY26,https://www.moneycontrol.com/india/stockpricequote/sgbmay26/250goldbonds2026sri/SGB10
7024,SGBMAY28,https://www.moneycontrol.com/india/stockpricequote/sgbmay28/sovereigngoldbonds250may2028srii202021/SGB25
7025,SGBMAY29I,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/goldbonds25may2029seriesify20212022/GB201
7026,SGBMR29XII,https://www.moneycontrol.com/india/stockpricequote/sgbmr29xii/sovereigngoldbonds250mar2029srxii202021/SGB36
7027,SGBN28VIII,https://www.moneycontrol.com/india/stockpricequote/sgbn28viii/sovereigngoldbonds25nov2028srviii202021/SGB32
7028,SGBNOV23,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sovereigngoldbonds275nov2023tri/SGB03
7029,SGBNOV24,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sovereigngoldbonds250nov2024trvi/SGB06
7030,SGBNOV25,https://www.moneycontrol.com/india/stockpricequote/sgbnov25/250goldbonds2025srvii/SGBNO458
7031,SGBNOV258,https://www.moneycontrol.com/india/stockpricequote/sgbnov258/250goldbonds2025srviii/SGBNO497
7032,SGBNOV25IX,https://www.moneycontrol.com/india/stockpricequote/sgbnov25ix/250goldbonds2025srix/SGBNO540
7033,SGBNOV25VI,https://www.moneycontrol.com/india/stockpricequote/sgbnov25vi/250goldbonds2025srvi/SGBNO398
7034,SGBNOV26,https://www.moneycontrol.com/india/stockpricequote/sgbnov26/250goldbonds2026sriii/SGBNO6355
7035,SGBNV29VII,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/sovereigngoldbonds25nov2029srvii2122/SGB44
7036,SGBOC28VII,https://www.moneycontrol.com/india/stockpricequote/sgboc28vii/sovereigngoldbonds250oct2028srvii2021/SGB30
7037,SGBOCT25,https://www.moneycontrol.com/india/stockpricequote/sgboct25/250goldbonds2025sriii/SGBOC250
7038,SGBOCT25IV,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/250goldbonds2025sriv/SGB11
7039,SGBOCT25V,https://www.moneycontrol.com/india/stockpricequote/sgboct25v/250goldbonds2025srv/SGBOC355
7040,SGBOCT26,https://www.moneycontrol.com/india/stockpricequote/sgboct26/250goldbonds2026srii/SGBOC5960
7041,SGBOCT27,https://www.moneycontrol.com/india/stockpricequote/sgboct27/sovereigngoldbonds250oct2027srv201920/SGB19
7042,SGBOCT27VI,https://www.moneycontrol.com/india/stockpricequote/sgboct27vi/sovereigngoldbonds250oct2027srvi201920/SGB16
7043,SGBSEP24,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/sovereigngoldbonds275sep2024trv/SGB05
7044,SGBSEP27,https://www.moneycontrol.com/india/stockpricequote/sgbsep27/sovereigngoldbonds250sep2027sriv201920/SGB14
7045,SGBSEP28VI,https://www.moneycontrol.com/india/stockpricequote/sgbsep28vi/sovereigngoldbonds250sept2028srvi2021/SGB29
7046,SGBSEP29VI,https://www.moneycontrol.com/india/stockpricequote/sgbsep29vi/sovereigngoldbonds25sept2029srvi202122/SGB42
7047,SGN Cable,https://www.moneycontrol.com/india/stockpricequote/cablespowerothers/sgncableindustries/SGN
7048,Shaan Interwell,https://www.moneycontrol.com/india/stockpricequote/packaging/shaaninterwellindia/SII02
7049,Shaba Chemicals,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shabachemicals/SC06
7050,Shah Alloys,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/shahalloys/SA03
7051,Shah Construct,https://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/shahconstructioncompany/SCC02
7052,Shah Foods,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/shahfoods/SF06
7053,Shahi Shipping,https://www.moneycontrol.com/india/stockpricequote/shipping/shahishipping/SKS06
7054,Shailja Comm.,https://www.moneycontrol.com/india/stockpricequote/trading/shailjacommercialtradefrenzy/SCT03
7055,Shaily Engg,https://www.moneycontrol.com/india/stockpricequote/trading/shailyengineeringplastics/SEP02
7056,Shaival Reality,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/shaivalreality/SR09
7057,Shakti Met-Dor,https://www.moneycontrol.com/india/stockpricequote/steelrolling/shaktimetdor/SMD01
7058,Shakti Press,https://www.moneycontrol.com/india/stockpricequote/printingstationery/shaktipress/SP12
7059,Shakti Pumps,https://www.moneycontrol.com/india/stockpricequote/pumps/shaktipumpsindia/SPI08
7060,Shalby ,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/shalby/SL18
7061,Shalibhadra Fin,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shalibhadrafinance/SF07
7062,Shalibhadra Sec,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/shalibhadrasecurities/SS37
7063,Shalimar Agenci,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/shalimaragencies/SA16
7064,Shalimar Paints,https://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/shalimarpaints/SP13
7065,Shalimar Prod,https://www.moneycontrol.com/india/stockpricequote/mediaentertainment/shalimarproductions/SP37
7066,Shalimar Wires,https://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/shalimarwiresindustries/SWI02
7067,Shalin Hotels,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/shalinhotels/SHL01
7068,Shamken Cotsyn,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/shamkencotsyn/SC07
7069,Shamken Multifa,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/shamkenmutifab/SM01
7070,Shamken Spinner,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/shamkenspinners/SS07
7071,Shamrock Ind,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/shamrockindustrialcorporation/SIC
